user_id,session_id,event_timestamp,event_name,page_title,page_location,traffic_source,medium,device_category,country,product_name,event_value,event_date,event_hour
U00146,S00146,2026-06-26 18:34:48.721158,page_view,Homepage,/home,direct,none,desktop,Poland,Not Applicable,0.0,2026-06-26,18
U00147,S00147,2026-06-18 01:34:48.721158,page_view,Homepage,/home,referral,email,mobile,Canada,Not Applicable,0.0,2026-06-18,1
U00147,S00147,2026-06-18 01:36:48.721158,view_item,Product Page,/product,referral,email,mobile,Canada,Set Me Free,0.0,2026-06-18,1
U00147,S00147,2026-06-18 01:38:48.721158,add_to_cart,Cart,/cart,referral,email,mobile,Canada,Set Me Free,17.46,2026-06-18,1
U00148,S00148,2026-06-26 09:54:48.721158,page_view,Homepage,/home,email,organic,desktop,Nigeria,Not Applicable,0.0,2026-06-26,9
U00148,S00148,2026-06-26 09:56:48.721158,view_item,Product Page,/product,email,organic,desktop,Nigeria,"Starving Hearts (Triangular Trade Trilogy, #1)",0.0,2026-06-26,9
U00149,S00149,2026-06-06 20:26:48.721158,page_view,Homepage,/home,google,social,tablet,United States,Not Applicable,0.0,2026-06-06,20
U00149,S00149,2026-06-06 20:28:48.721158,view_item,Product Page,/product,google,social,tablet,United States,The Dirty Little Secrets of Getting Your Dream Job,0.0,2026-06-06,20
U00150,S00150,2026-06-21 21:48:48.721158,page_view,Homepage,/home,referral,email,mobile,Nigeria,Not Applicable,0.0,2026-06-21,21
U00150,S00150,2026-06-21 21:50:48.721158,view_item,Product Page,/product,referral,email,mobile,Nigeria,Shakespeare's Sonnets,0.0,2026-06-21,21
U00150,S00150,2026-06-21 21:52:48.721158,add_to_cart,Cart,/cart,referral,email,mobile,Nigeria,Shakespeare's Sonnets,20.66,2026-06-21,21
U00150,S00150,2026-06-21 21:55:48.721158,begin_checkout,Checkout,/checkout,referral,email,mobile,Nigeria,Shakespeare's Sonnets,20.66,2026-06-21,21
U00150,S00150,2026-06-21 21:58:48.721158,purchase,Purchase Confirmation,/purchase,referral,email,mobile,Nigeria,Shakespeare's Sonnets,20.66,2026-06-21,21
U00151,S00151,2026-06-17 09:13:48.721158,page_view,Homepage,/home,facebook,organic,mobile,Germany,Not Applicable,0.0,2026-06-17,9
U00151,S00151,2026-06-17 09:15:48.721158,view_item,Product Page,/product,facebook,organic,mobile,Germany,"Starving Hearts (Triangular Trade Trilogy, #1)",0.0,2026-06-17,9
U00152,S00152,2026-06-05 17:52:48.721158,page_view,Homepage,/home,referral,referral,mobile,United States,Not Applicable,0.0,2026-06-05,17
U00153,S00153,2026-06-05 21:51:48.721158,page_view,Homepage,/home,facebook,social,mobile,United States,Not Applicable,0.0,2026-06-05,21
U00154,S00154,2026-07-01 06:02:48.721158,page_view,Homepage,/home,linkedin,organic,mobile,Poland,Not Applicable,0.0,2026-07-01,6
U00155,S00155,2026-06-30 06:13:48.721158,page_view,Homepage,/home,email,email,desktop,United States,Not Applicable,0.0,2026-06-30,6
U00156,S00156,2026-06-11 07:49:48.721158,page_view,Homepage,/home,facebook,email,desktop,United States,Not Applicable,0.0,2026-06-11,7
U00156,S00156,2026-06-11 07:51:48.721158,view_item,Product Page,/product,facebook,email,desktop,United States,Sharp Objects,0.0,2026-06-11,7
U00156,S00156,2026-06-11 07:53:48.721158,add_to_cart,Cart,/cart,facebook,email,desktop,United States,Sharp Objects,47.82,2026-06-11,7
U00156,S00156,2026-06-11 07:56:48.721158,begin_checkout,Checkout,/checkout,facebook,email,desktop,United States,Sharp Objects,47.82,2026-06-11,7
U00156,S00156,2026-06-11 07:59:48.721158,purchase,Purchase Confirmation,/purchase,facebook,email,desktop,United States,Sharp Objects,47.82,2026-06-11,7
U00157,S00157,2026-06-08 20:44:48.721158,page_view,Homepage,/home,google,organic,mobile,Poland,Not Applicable,0.0,2026-06-08,20
U00158,S00158,2026-06-22 22:35:48.721158,page_view,Homepage,/home,google,organic,desktop,Nigeria,Not Applicable,0.0,2026-06-22,22
U00158,S00158,2026-06-22 22:37:48.721158,view_item,Product Page,/product,google,organic,desktop,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-22,22
U00159,S00159,2026-06-01 23:39:48.721158,page_view,Homepage,/home,facebook,referral,desktop,United States,Not Applicable,0.0,2026-06-01,23
U00159,S00159,2026-06-01 23:41:48.721158,view_item,Product Page,/product,facebook,referral,desktop,United States,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-01,23
U00160,S00160,2026-06-30 04:16:48.721158,page_view,Homepage,/home,email,social,mobile,Germany,Not Applicable,0.0,2026-06-30,4
U00161,S00161,2026-06-05 09:07:48.721158,page_view,Homepage,/home,linkedin,referral,desktop,Nigeria,Not Applicable,0.0,2026-06-05,9
U00162,S00162,2026-06-13 04:29:48.721158,page_view,Homepage,/home,email,referral,tablet,Poland,Not Applicable,0.0,2026-06-13,4
U00162,S00162,2026-06-13 04:31:48.721158,view_item,Product Page,/product,email,referral,tablet,Poland,Set Me Free,0.0,2026-06-13,4
U00162,S00162,2026-06-13 04:33:48.721158,add_to_cart,Cart,/cart,email,referral,tablet,Poland,Set Me Free,17.46,2026-06-13,4
U00163,S00163,2026-06-22 10:55:48.721158,page_view,Homepage,/home,email,email,mobile,Nigeria,Not Applicable,0.0,2026-06-22,10
U00163,S00163,2026-06-22 10:57:48.721158,view_item,Product Page,/product,email,email,mobile,Nigeria,Sapiens: A Brief History of Humankind,0.0,2026-06-22,10
U00163,S00163,2026-06-22 10:59:48.721158,add_to_cart,Cart,/cart,email,email,mobile,Nigeria,Sapiens: A Brief History of Humankind,54.23,2026-06-22,10
U00164,S00164,2026-06-15 02:32:48.721158,page_view,Homepage,/home,facebook,none,desktop,United States,Not Applicable,0.0,2026-06-15,2
U00164,S00164,2026-06-15 02:34:48.721158,view_item,Product Page,/product,facebook,none,desktop,United States,Shakespeare's Sonnets,0.0,2026-06-15,2
U00165,S00165,2026-06-17 00:36:48.721158,page_view,Homepage,/home,email,email,desktop,Canada,Not Applicable,0.0,2026-06-17,0
U00166,S00166,2026-06-19 07:43:48.721158,page_view,Homepage,/home,google,social,desktop,Canada,Not Applicable,0.0,2026-06-19,7
U00166,S00166,2026-06-19 07:45:48.721158,view_item,Product Page,/product,google,social,desktop,Canada,The Requiem Red,0.0,2026-06-19,7
U00167,S00167,2026-06-21 05:18:48.721158,page_view,Homepage,/home,referral,email,mobile,United States,Not Applicable,0.0,2026-06-21,5
U00167,S00167,2026-06-21 05:20:48.721158,view_item,Product Page,/product,referral,email,mobile,United States,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-21,5
U00167,S00167,2026-06-21 05:22:48.721158,add_to_cart,Cart,/cart,referral,email,mobile,United States,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-21,5
U00167,S00167,2026-06-21 05:25:48.721158,begin_checkout,Checkout,/checkout,referral,email,mobile,United States,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-21,5
U00167,S00167,2026-06-21 05:28:48.721158,purchase,Purchase Confirmation,/purchase,referral,email,mobile,United States,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-21,5
U00168,S00168,2026-06-22 07:20:48.721158,page_view,Homepage,/home,referral,referral,desktop,Poland,Not Applicable,0.0,2026-06-22,7
U00169,S00169,2026-06-22 15:15:48.721158,page_view,Homepage,/home,direct,email,mobile,Germany,Not Applicable,0.0,2026-06-22,15
U00169,S00169,2026-06-22 15:17:48.721158,view_item,Product Page,/product,direct,email,mobile,Germany,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-22,15
U00169,S00169,2026-06-22 15:19:48.721158,add_to_cart,Cart,/cart,direct,email,mobile,Germany,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-22,15
U00170,S00170,2026-06-22 00:29:48.721158,page_view,Homepage,/home,google,email,desktop,United States,Not Applicable,0.0,2026-06-22,0
U00170,S00170,2026-06-22 00:31:48.721158,view_item,Product Page,/product,google,email,desktop,United States,Sapiens: A Brief History of Humankind,0.0,2026-06-22,0
U00171,S00171,2026-05-31 23:52:48.721158,page_view,Homepage,/home,google,social,mobile,Nigeria,Not Applicable,0.0,2026-05-31,23
U00171,S00171,2026-05-31 23:54:48.721158,view_item,Product Page,/product,google,social,mobile,Nigeria,Sapiens: A Brief History of Humankind,0.0,2026-05-31,23
U00171,S00171,2026-05-31 23:56:48.721158,add_to_cart,Cart,/cart,google,social,mobile,Nigeria,Sapiens: A Brief History of Humankind,54.23,2026-05-31,23
U00171,S00171,2026-05-31 23:59:48.721158,begin_checkout,Checkout,/checkout,google,social,mobile,Nigeria,Sapiens: A Brief History of Humankind,54.23,2026-05-31,23
U00171,S00171,2026-06-01 00:02:48.721158,purchase,Purchase Confirmation,/purchase,google,social,mobile,Nigeria,Sapiens: A Brief History of Humankind,54.23,2026-06-01,0
U00172,S00172,2026-06-20 19:59:48.721158,page_view,Homepage,/home,linkedin,referral,tablet,Nigeria,Not Applicable,0.0,2026-06-20,19
U00172,S00172,2026-06-20 20:01:48.721158,view_item,Product Page,/product,linkedin,referral,tablet,Nigeria,Rip it Up and Start Again,0.0,2026-06-20,20
U00172,S00172,2026-06-20 20:03:48.721158,add_to_cart,Cart,/cart,linkedin,referral,tablet,Nigeria,Rip it Up and Start Again,35.02,2026-06-20,20
U00172,S00172,2026-06-20 20:06:48.721158,begin_checkout,Checkout,/checkout,linkedin,referral,tablet,Nigeria,Rip it Up and Start Again,35.02,2026-06-20,20
U00172,S00172,2026-06-20 20:09:48.721158,purchase,Purchase Confirmation,/purchase,linkedin,referral,tablet,Nigeria,Rip it Up and Start Again,35.02,2026-06-20,20
U00173,S00173,2026-07-01 01:22:48.721158,page_view,Homepage,/home,direct,email,desktop,Poland,Not Applicable,0.0,2026-07-01,1
U00173,S00173,2026-07-01 01:24:48.721158,view_item,Product Page,/product,direct,email,desktop,Poland,The Dirty Little Secrets of Getting Your Dream Job,0.0,2026-07-01,1
U00174,S00174,2026-06-15 08:29:48.721158,page_view,Homepage,/home,google,paid,desktop,Poland,Not Applicable,0.0,2026-06-15,8
U00174,S00174,2026-06-15 08:31:48.721158,view_item,Product Page,/product,google,paid,desktop,Poland,Set Me Free,0.0,2026-06-15,8
U00174,S00174,2026-06-15 08:33:48.721158,add_to_cart,Cart,/cart,google,paid,desktop,Poland,Set Me Free,17.46,2026-06-15,8
U00175,S00175,2026-06-02 05:11:48.721158,page_view,Homepage,/home,linkedin,organic,tablet,Canada,Not Applicable,0.0,2026-06-02,5
U00175,S00175,2026-06-02 05:13:48.721158,view_item,Product Page,/product,linkedin,organic,tablet,Canada,Mesaerion: The Best Science Fiction Stories 1800-1849,0.0,2026-06-02,5
U00176,S00176,2026-06-25 10:02:48.721158,page_view,Homepage,/home,direct,organic,tablet,United Kingdom,Not Applicable,0.0,2026-06-25,10
U00176,S00176,2026-06-25 10:04:48.721158,view_item,Product Page,/product,direct,organic,tablet,United Kingdom,It's Only the Himalayas,0.0,2026-06-25,10
U00176,S00176,2026-06-25 10:06:48.721158,add_to_cart,Cart,/cart,direct,organic,tablet,United Kingdom,It's Only the Himalayas,45.17,2026-06-25,10
U00177,S00177,2026-06-27 15:56:48.721158,page_view,Homepage,/home,direct,referral,desktop,Poland,Not Applicable,0.0,2026-06-27,15
U00177,S00177,2026-06-27 15:58:48.721158,view_item,Product Page,/product,direct,referral,desktop,Poland,Olio,0.0,2026-06-27,15
U00178,S00178,2026-06-12 09:06:48.721158,page_view,Homepage,/home,linkedin,social,mobile,Nigeria,Not Applicable,0.0,2026-06-12,9
U00179,S00179,2026-06-26 00:21:48.721158,page_view,Homepage,/home,linkedin,paid,desktop,United States,Not Applicable,0.0,2026-06-26,0
U00180,S00180,2026-06-26 21:48:48.721158,page_view,Homepage,/home,linkedin,email,mobile,Nigeria,Not Applicable,0.0,2026-06-26,21
U00181,S00181,2026-06-20 04:30:48.721158,page_view,Homepage,/home,linkedin,none,tablet,Nigeria,Not Applicable,0.0,2026-06-20,4
U00182,S00182,2026-06-13 21:48:48.721158,page_view,Homepage,/home,referral,email,desktop,Canada,Not Applicable,0.0,2026-06-13,21
U00182,S00182,2026-06-13 21:50:48.721158,view_item,Product Page,/product,referral,email,desktop,Canada,The Dirty Little Secrets of Getting Your Dream Job,0.0,2026-06-13,21
U00182,S00182,2026-06-13 21:52:48.721158,add_to_cart,Cart,/cart,referral,email,desktop,Canada,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-06-13,21
U00183,S00183,2026-06-25 05:36:48.721158,page_view,Homepage,/home,google,organic,desktop,Germany,Not Applicable,0.0,2026-06-25,5
U00184,S00184,2026-06-27 13:01:48.721158,page_view,Homepage,/home,referral,organic,desktop,Nigeria,Not Applicable,0.0,2026-06-27,13
U00184,S00184,2026-06-27 13:03:48.721158,view_item,Product Page,/product,referral,organic,desktop,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-27,13
U00185,S00185,2026-06-30 18:23:48.721158,page_view,Homepage,/home,linkedin,organic,mobile,United Kingdom,Not Applicable,0.0,2026-06-30,18
U00186,S00186,2026-06-26 23:50:48.721158,page_view,Homepage,/home,linkedin,social,desktop,Canada,Not Applicable,0.0,2026-06-26,23
U00186,S00186,2026-06-26 23:52:48.721158,view_item,Product Page,/product,linkedin,social,desktop,Canada,Olio,0.0,2026-06-26,23
U00187,S00187,2026-06-23 18:34:48.721158,page_view,Homepage,/home,linkedin,none,mobile,United States,Not Applicable,0.0,2026-06-23,18
U00187,S00187,2026-06-23 18:36:48.721158,view_item,Product Page,/product,linkedin,none,mobile,United States,Sapiens: A Brief History of Humankind,0.0,2026-06-23,18
U00188,S00188,2026-06-29 07:00:48.721158,page_view,Homepage,/home,facebook,referral,desktop,Germany,Not Applicable,0.0,2026-06-29,7
U00189,S00189,2026-06-16 20:42:48.721158,page_view,Homepage,/home,email,social,desktop,United States,Not Applicable,0.0,2026-06-16,20
U00189,S00189,2026-06-16 20:44:48.721158,view_item,Product Page,/product,email,social,desktop,United States,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.0,2026-06-16,20
U00189,S00189,2026-06-16 20:46:48.721158,add_to_cart,Cart,/cart,email,social,desktop,United States,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,2026-06-16,20
U00190,S00190,2026-06-01 07:02:48.721158,page_view,Homepage,/home,google,referral,desktop,United Kingdom,Not Applicable,0.0,2026-06-01,7
U00190,S00190,2026-06-01 07:04:48.721158,view_item,Product Page,/product,google,referral,desktop,United Kingdom,The Black Maria,0.0,2026-06-01,7
U00190,S00190,2026-06-01 07:06:48.721158,add_to_cart,Cart,/cart,google,referral,desktop,United Kingdom,The Black Maria,52.15,2026-06-01,7
U00190,S00190,2026-06-01 07:09:48.721158,begin_checkout,Checkout,/checkout,google,referral,desktop,United Kingdom,The Black Maria,52.15,2026-06-01,7
U00191,S00191,2026-06-06 05:01:48.721158,page_view,Homepage,/home,referral,organic,tablet,United States,Not Applicable,0.0,2026-06-06,5
U00192,S00192,2026-06-08 03:21:48.721158,page_view,Homepage,/home,direct,paid,mobile,Nigeria,Not Applicable,0.0,2026-06-08,3
U00192,S00192,2026-06-08 03:23:48.721158,view_item,Product Page,/product,direct,paid,mobile,Nigeria,It's Only the Himalayas,0.0,2026-06-08,3
U00193,S00193,2026-06-13 17:55:48.721158,page_view,Homepage,/home,linkedin,paid,tablet,Poland,Not Applicable,0.0,2026-06-13,17
U00193,S00193,2026-06-13 17:57:48.721158,view_item,Product Page,/product,linkedin,paid,tablet,Poland,The Requiem Red,0.0,2026-06-13,17
U00194,S00194,2026-06-10 01:53:48.721158,page_view,Homepage,/home,google,email,desktop,Nigeria,Not Applicable,0.0,2026-06-10,1
U00194,S00194,2026-06-10 01:55:48.721158,view_item,Product Page,/product,google,email,desktop,Nigeria,Mesaerion: The Best Science Fiction Stories 1800-1849,0.0,2026-06-10,1
U00194,S00194,2026-06-10 01:57:48.721158,add_to_cart,Cart,/cart,google,email,desktop,Nigeria,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,2026-06-10,1
U00195,S00195,2026-06-30 07:46:48.721158,page_view,Homepage,/home,facebook,none,mobile,Canada,Not Applicable,0.0,2026-06-30,7
U00195,S00195,2026-06-30 07:48:48.721158,view_item,Product Page,/product,facebook,none,mobile,Canada,Sharp Objects,0.0,2026-06-30,7
U00195,S00195,2026-06-30 07:50:48.721158,add_to_cart,Cart,/cart,facebook,none,mobile,Canada,Sharp Objects,47.82,2026-06-30,7
U00196,S00196,2026-06-01 19:03:48.721158,page_view,Homepage,/home,linkedin,referral,desktop,Poland,Not Applicable,0.0,2026-06-01,19
U00196,S00196,2026-06-01 19:05:48.721158,view_item,Product Page,/product,linkedin,referral,desktop,Poland,Set Me Free,0.0,2026-06-01,19
U00197,S00197,2026-06-07 04:09:48.721158,page_view,Homepage,/home,referral,social,desktop,Poland,Not Applicable,0.0,2026-06-07,4
U00197,S00197,2026-06-07 04:11:48.721158,view_item,Product Page,/product,referral,social,desktop,Poland,The Dirty Little Secrets of Getting Your Dream Job,0.0,2026-06-07,4
U00198,S00198,2026-06-13 14:31:48.721158,page_view,Homepage,/home,direct,none,desktop,Nigeria,Not Applicable,0.0,2026-06-13,14
U00198,S00198,2026-06-13 14:33:48.721158,view_item,Product Page,/product,direct,none,desktop,Nigeria,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",0.0,2026-06-13,14
U00199,S00199,2026-06-10 06:05:48.721158,page_view,Homepage,/home,referral,paid,mobile,Nigeria,Not Applicable,0.0,2026-06-10,6
U00199,S00199,2026-06-10 06:07:48.721158,view_item,Product Page,/product,referral,paid,mobile,Nigeria,"Starving Hearts (Triangular Trade Trilogy, #1)",0.0,2026-06-10,6
U00200,S00200,2026-06-22 03:08:48.721158,page_view,Homepage,/home,google,paid,desktop,Poland,Not Applicable,0.0,2026-06-22,3
U00200,S00200,2026-06-22 03:10:48.721158,view_item,Product Page,/product,google,paid,desktop,Poland,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),0.0,2026-06-22,3
U00201,S00201,2026-06-20 12:51:48.721158,page_view,Homepage,/home,referral,paid,desktop,Nigeria,Not Applicable,0.0,2026-06-20,12
U00202,S00202,2026-06-22 11:03:48.721158,page_view,Homepage,/home,direct,paid,desktop,United States,Not Applicable,0.0,2026-06-22,11
U00202,S00202,2026-06-22 11:05:48.721158,view_item,Product Page,/product,direct,paid,desktop,United States,Sapiens: A Brief History of Humankind,0.0,2026-06-22,11
U00203,S00203,2026-06-11 22:11:48.721158,page_view,Homepage,/home,referral,email,desktop,Germany,Not Applicable,0.0,2026-06-11,22
U00204,S00204,2026-06-27 10:08:48.721158,page_view,Homepage,/home,referral,organic,desktop,Canada,Not Applicable,0.0,2026-06-27,10
U00205,S00205,2026-06-20 11:53:48.721158,page_view,Homepage,/home,facebook,paid,mobile,Poland,Not Applicable,0.0,2026-06-20,11
U00205,S00205,2026-06-20 11:55:48.721158,view_item,Product Page,/product,facebook,paid,mobile,Poland,Olio,0.0,2026-06-20,11
U00205,S00205,2026-06-20 11:57:48.721158,add_to_cart,Cart,/cart,facebook,paid,mobile,Poland,Olio,23.88,2026-06-20,11
U00205,S00205,2026-06-20 12:00:48.721158,begin_checkout,Checkout,/checkout,facebook,paid,mobile,Poland,Olio,23.88,2026-06-20,12
U00205,S00205,2026-06-20 12:03:48.721158,purchase,Purchase Confirmation,/purchase,facebook,paid,mobile,Poland,Olio,23.88,2026-06-20,12
U00206,S00206,2026-06-16 14:46:48.721158,page_view,Homepage,/home,linkedin,email,desktop,Poland,Not Applicable,0.0,2026-06-16,14
U00206,S00206,2026-06-16 14:48:48.721158,view_item,Product Page,/product,linkedin,email,desktop,Poland,Soumission,0.0,2026-06-16,14
U00206,S00206,2026-06-16 14:50:48.721158,add_to_cart,Cart,/cart,linkedin,email,desktop,Poland,Soumission,50.1,2026-06-16,14
U00206,S00206,2026-06-16 14:53:48.721158,begin_checkout,Checkout,/checkout,linkedin,email,desktop,Poland,Soumission,50.1,2026-06-16,14
U00206,S00206,2026-06-16 14:56:48.721158,purchase,Purchase Confirmation,/purchase,linkedin,email,desktop,Poland,Soumission,50.1,2026-06-16,14
U00207,S00207,2026-07-01 09:27:48.721158,page_view,Homepage,/home,google,none,mobile,Nigeria,Not Applicable,0.0,2026-07-01,9
U00208,S00208,2026-06-15 08:33:48.721158,page_view,Homepage,/home,email,none,desktop,Nigeria,Not Applicable,0.0,2026-06-15,8
U00208,S00208,2026-06-15 08:35:48.721158,view_item,Product Page,/product,email,none,desktop,Nigeria,Set Me Free,0.0,2026-06-15,8
U00208,S00208,2026-06-15 08:37:48.721158,add_to_cart,Cart,/cart,email,none,desktop,Nigeria,Set Me Free,17.46,2026-06-15,8
U00208,S00208,2026-06-15 08:40:48.721158,begin_checkout,Checkout,/checkout,email,none,desktop,Nigeria,Set Me Free,17.46,2026-06-15,8
U00208,S00208,2026-06-15 08:43:48.721158,purchase,Purchase Confirmation,/purchase,email,none,desktop,Nigeria,Set Me Free,17.46,2026-06-15,8
U00209,S00209,2026-06-06 08:00:48.721158,page_view,Homepage,/home,linkedin,referral,mobile,Nigeria,Not Applicable,0.0,2026-06-06,8
U00209,S00209,2026-06-06 08:02:48.721158,view_item,Product Page,/product,linkedin,referral,mobile,Nigeria,Soumission,0.0,2026-06-06,8
U00209,S00209,2026-06-06 08:04:48.721158,add_to_cart,Cart,/cart,linkedin,referral,mobile,Nigeria,Soumission,50.1,2026-06-06,8
U00209,S00209,2026-06-06 08:07:48.721158,begin_checkout,Checkout,/checkout,linkedin,referral,mobile,Nigeria,Soumission,50.1,2026-06-06,8
U00209,S00209,2026-06-06 08:10:48.721158,purchase,Purchase Confirmation,/purchase,linkedin,referral,mobile,Nigeria,Soumission,50.1,2026-06-06,8
U00210,S00210,2026-06-20 14:25:48.721158,page_view,Homepage,/home,google,email,desktop,Germany,Not Applicable,0.0,2026-06-20,14
U00210,S00210,2026-06-20 14:27:48.721158,view_item,Product Page,/product,google,email,desktop,Germany,Sapiens: A Brief History of Humankind,0.0,2026-06-20,14
U00211,S00211,2026-06-11 19:00:48.721158,page_view,Homepage,/home,google,email,desktop,United Kingdom,Not Applicable,0.0,2026-06-11,19
U00211,S00211,2026-06-11 19:02:48.721158,view_item,Product Page,/product,google,email,desktop,United Kingdom,Set Me Free,0.0,2026-06-11,19
U00212,S00212,2026-06-04 23:53:48.721158,page_view,Homepage,/home,direct,organic,desktop,Nigeria,Not Applicable,0.0,2026-06-04,23
U00213,S00213,2026-06-09 03:00:48.721158,page_view,Homepage,/home,direct,paid,desktop,Poland,Not Applicable,0.0,2026-06-09,3
U00214,S00214,2026-06-15 13:58:48.721158,page_view,Homepage,/home,email,referral,mobile,Germany,Not Applicable,0.0,2026-06-15,13
U00214,S00214,2026-06-15 14:00:48.721158,view_item,Product Page,/product,email,referral,mobile,Germany,A Light in the Attic,0.0,2026-06-15,14
U00215,S00215,2026-06-11 08:02:48.721158,page_view,Homepage,/home,email,social,mobile,United Kingdom,Not Applicable,0.0,2026-06-11,8
U00215,S00215,2026-06-11 08:04:48.721158,view_item,Product Page,/product,email,social,mobile,United Kingdom,"Starving Hearts (Triangular Trade Trilogy, #1)",0.0,2026-06-11,8
U00215,S00215,2026-06-11 08:06:48.721158,add_to_cart,Cart,/cart,email,social,mobile,United Kingdom,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-06-11,8
U00215,S00215,2026-06-11 08:09:48.721158,begin_checkout,Checkout,/checkout,email,social,mobile,United Kingdom,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-06-11,8
U00215,S00215,2026-06-11 08:12:48.721158,purchase,Purchase Confirmation,/purchase,email,social,mobile,United Kingdom,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-06-11,8
U00216,S00216,2026-07-01 06:19:48.721158,page_view,Homepage,/home,google,email,mobile,United Kingdom,Not Applicable,0.0,2026-07-01,6
U00216,S00216,2026-07-01 06:21:48.721158,view_item,Product Page,/product,google,email,mobile,United Kingdom,Sharp Objects,0.0,2026-07-01,6
U00216,S00216,2026-07-01 06:23:48.721158,add_to_cart,Cart,/cart,google,email,mobile,United Kingdom,Sharp Objects,47.82,2026-07-01,6
U00216,S00216,2026-07-01 06:26:48.721158,begin_checkout,Checkout,/checkout,google,email,mobile,United Kingdom,Sharp Objects,47.82,2026-07-01,6
U00216,S00216,2026-07-01 06:29:48.721158,purchase,Purchase Confirmation,/purchase,google,email,mobile,United Kingdom,Sharp Objects,47.82,2026-07-01,6
U00217,S00217,2026-06-03 02:12:48.721158,page_view,Homepage,/home,google,none,desktop,Poland,Not Applicable,0.0,2026-06-03,2
U00217,S00217,2026-06-03 02:14:48.721158,view_item,Product Page,/product,google,none,desktop,Poland,Set Me Free,0.0,2026-06-03,2
U00218,S00218,2026-06-04 01:23:48.721158,page_view,Homepage,/home,linkedin,none,tablet,United Kingdom,Not Applicable,0.0,2026-06-04,1
U00218,S00218,2026-06-04 01:25:48.721158,view_item,Product Page,/product,linkedin,none,tablet,United Kingdom,Set Me Free,0.0,2026-06-04,1
U00218,S00218,2026-06-04 01:27:48.721158,add_to_cart,Cart,/cart,linkedin,none,tablet,United Kingdom,Set Me Free,17.46,2026-06-04,1
U00218,S00218,2026-06-04 01:30:48.721158,begin_checkout,Checkout,/checkout,linkedin,none,tablet,United Kingdom,Set Me Free,17.46,2026-06-04,1
U00218,S00218,2026-06-04 01:33:48.721158,purchase,Purchase Confirmation,/purchase,linkedin,none,tablet,United Kingdom,Set Me Free,17.46,2026-06-04,1
U00219,S00219,2026-06-01 20:48:48.721158,page_view,Homepage,/home,google,none,desktop,United States,Not Applicable,0.0,2026-06-01,20
U00219,S00219,2026-06-01 20:50:48.721158,view_item,Product Page,/product,google,none,desktop,United States,Libertarianism for Beginners,0.0,2026-06-01,20
U00220,S00220,2026-06-27 15:00:48.721158,page_view,Homepage,/home,referral,organic,mobile,Poland,Not Applicable,0.0,2026-06-27,15
U00220,S00220,2026-06-27 15:02:48.721158,view_item,Product Page,/product,referral,organic,mobile,Poland,The Requiem Red,0.0,2026-06-27,15
U00220,S00220,2026-06-27 15:04:48.721158,add_to_cart,Cart,/cart,referral,organic,mobile,Poland,The Requiem Red,22.65,2026-06-27,15
U00220,S00220,2026-06-27 15:07:48.721158,begin_checkout,Checkout,/checkout,referral,organic,mobile,Poland,The Requiem Red,22.65,2026-06-27,15
U00220,S00220,2026-06-27 15:10:48.721158,purchase,Purchase Confirmation,/purchase,referral,organic,mobile,Poland,The Requiem Red,22.65,2026-06-27,15
U00221,S00221,2026-06-20 17:55:48.721158,page_view,Homepage,/home,referral,email,mobile,Poland,Not Applicable,0.0,2026-06-20,17
U00221,S00221,2026-06-20 17:57:48.721158,view_item,Product Page,/product,referral,email,mobile,Poland,Libertarianism for Beginners,0.0,2026-06-20,17
U00221,S00221,2026-06-20 17:59:48.721158,add_to_cart,Cart,/cart,referral,email,mobile,Poland,Libertarianism for Beginners,51.33,2026-06-20,17
U00222,S00222,2026-06-29 08:46:48.721158,page_view,Homepage,/home,linkedin,organic,tablet,Germany,Not Applicable,0.0,2026-06-29,8
U00222,S00222,2026-06-29 08:48:48.721158,view_item,Product Page,/product,linkedin,organic,tablet,Germany,Olio,0.0,2026-06-29,8
